win/lose,game_mode,game_date,game_duration,champion,role,CS,kills,deaths,assists,Vision Score,KP,Summoner Spell 1,Summoner Spell 2,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Ward,KDA,CS/min
Defeat,Normal (Draft Pick),2024-11-17,00:37:05,Zoe,Support,62,12,9,15,45,73%,Flash,Ignite,Zaz'Zak's Realmspike,Rabadon's Deathcap,Sorcerer's Shoes,Stormsurge,Luden's Companion,Hextech Alternator,Oracle Lens,3.0,1.67
Defeat,Normal (Draft Pick),2024-11-16,00:27:25,Lux,Mid,168,2,10,2,10,24%,Flash,Teleport,Doran's Ring,Luden's Companion,Stormsurge,Amplifying Tome,Sorcerer's Shoes,None,Stealth Ward,0.4,6.13
Defeat,Normal (Draft Pick),2024-11-16,00:17:50,Caitlyn,Adc,130,2,3,1,8,43%,Flash,Barrier,Doran's Blade,The Collector,Berserker's Greaves,Pickaxe,None,None,Stealth Ward,1.0,7.29
Defeat,Normal (Draft Pick),2024-11-16,00:31:53,Illaoi,Top,213,6,7,4,17,40%,Flash,Teleport,Sheen,Black Cleaver,Mercury's Treads,Sterak's Gage,Spirit Visage,Executioner's Calling,Stealth Ward,1.43,6.68
Defeat,Normal (Draft Pick),2024-11-16,00:25:43,Poppy,Top,182,0,4,0,11,None,Flash,Teleport,Doran's Shield,Tear of the Goddess,Sundered Sky,Mercury's Treads,Kindlegem,Ruby Crystal,Stealth Ward,0.0,7.08
Defeat,ARAM,2024-11-15,00:14:40,Darius,Top,32,4,15,16,0,59%,Flash,Mark,Trinity Force,Plated Steelcaps,Sundered Sky,Long Sword,Ruby Crystal,None,Poro-Snax,1.33,2.18
Defeat,ARAM,2024-11-15,00:21:55,Xayah,Adc,90,9,11,27,0,63%,Flash,Barrier,Berserker's Greaves,Kraken Slayer,Navori Flickerblade,Infinity Edge,Bloodthirster,Long Sword,None,3.27,4.11
Defeat,ARAM,2024-11-15,00:17:23,Rek'Sai,Jungle,12,4,10,12,0,46%,Flash,Mark,Heartsteel,Plated Steelcaps,Unending Despair,Spectre's Cowl,Kindlegem,None,Poro-Snax,1.6,0.69
Victory,Normal (Draft Pick),2024-11-15,00:06:09,Ambessa,Top,36,0,0,2,0,67%,Flash,Teleport,Doran's Blade,Health Potion,Executioner's Calling,Long Sword,None,None,Stealth Ward,0.0,5.85
Victory,Normal (Draft Pick),2024-11-14,00:31:24,Ambessa,Top,172,9,9,2,17,23%,Flash,Teleport,Spear of Shojin,Eclipse,Plated Steelcaps,Voltaic Cyclosword,None,None,Oracle Lens,1.22,5.48
Victory,Normal (Draft Pick),2024-11-14,00:31:17,Ezreal,Adc,190,9,6,13,10,50%,Flash,Barrier,Spear of Shojin,Trinity Force,Muramana,Ionian Boots of Lucidity,Caulfield's Warhammer,None,Stealth Ward,3.67,6.07
Defeat,Normal (Draft Pick),2024-11-12,00:39:46,Vex,Mid,242,10,14,7,25,45%,Flash,Teleport,Stormsurge,Luden's Companion,Sorcerer's Shoes,Shadowflame,Void Staff,Needlessly Large Rod,Stealth Ward,1.21,6.09
Defeat,Normal (Draft Pick),2024-11-12,00:19:34,Ahri,Mid,145,2,5,1,9,27%,Flash,Teleport,Doran's Ring,Malignance,Sorcerer's Shoes,Sheen,Aether Wisp,None,Stealth Ward,0.6,7.41
Defeat,Normal (Draft Pick),2024-11-12,00:28:30,Corki,Mid,200,3,9,4,14,47%,Flash,Teleport,Doran's Blade,Mercury's Treads,Trinity Force,Muramana,Scout's Slingshot,Cloak of Agility,Stealth Ward,0.78,7.02
Defeat,Normal (Draft Pick),2024-11-12,00:20:52,Fizz,Mid,135,3,4,2,8,63%,Flash,Ignite,Amplifying Tome,Lich Bane,Sorcerer's Shoes,Cloth Armor,Amplifying Tome,Needlessly Large Rod,Stealth Ward,1.25,6.47
Victory,Normal (Draft Pick),2024-11-12,00:26:29,Naafiri,Mid,200,15,5,7,19,92%,Flash,Teleport,Doran's Shield,Profane Hydra,Mercury's Treads,Eclipse,Serylda's Grudge,Edge of Night,Stealth Ward,4.4,7.55
Victory,Normal (Draft Pick),2024-11-11,00:34:13,Zoe,Mid,205,9,6,8,26,53%,Flash,Ignite,Doran's Ring,Luden's Companion,Sorcerer's Shoes,Lich Bane,Rabadon's Deathcap,Blasting Wand,Stealth Ward,2.83,5.99
Defeat,Normal (Draft Pick),2024-11-11,00:42:20,Ezreal,Adc,276,9,10,6,23,39%,Flash,Barrier,Spear of Shojin,Muramana,Trinity Force,Ionian Boots of Lucidity,Serylda's Grudge,Bloodthirster,Stealth Ward,1.5,6.52
Victory,Normal (Quickplay),2024-11-10,00:35:07,Ambessa,Jungle,196,7,5,14,23,62%,Flash,Smite,Plated Steelcaps,Eclipse,Black Cleaver,Death's Dance,Tunneler,Ruby Crystal,Oracle Lens,4.2,5.58
Defeat,Normal (Draft Pick),2024-11-10,00:29:52,Viego,Jungle,206,4,7,5,19,60%,Flash,Smite,Sundered Sky,Sterak's Gage,Trinity Force,Plated Steelcaps,Long Sword,None,Oracle Lens,1.29,6.9
Defeat,Normal (Quickplay),2024-11-10,00:41:08,Katarina,Mid,228,14,10,11,29,56%,Flash,Teleport,Mejai's Soulstealer,Zhonya's Hourglass,Lich Bane,Sorcerer's Shoes,Void Staff,Shadowflame,Stealth Ward,2.5,5.54
Victory,ARAM,2024-11-08,00:19:17,Ambessa,Mid,44,12,15,21,0,59%,Flash,Mark,Death's Dance,Ravenous Hydra,Eclipse,Ionian Boots of Lucidity,Tunneler,Ruby Crystal,Poro-Snax,2.2,2.28
Victory,Normal (Draft Pick),2024-11-08,00:17:48,Zed,Jungle,115,9,1,9,17,67%,Flash,Smite,Voltaic Cyclosword,Ionian Boots of Lucidity,Serrated Dirk,Tunneler,None,None,Stealth Ward,18.0,6.46
Victory,Normal (Quickplay),2024-11-08,00:34:36,Ambessa,Top,232,4,8,6,19,26%,Flash,Teleport,Eclipse,Ravenous Hydra,Spear of Shojin,Plated Steelcaps,Long Sword,Long Sword,Farsight Alteration,1.25,6.71
Defeat,Normal (Draft Pick),2024-11-07,00:21:21,Sivir,Adc,136,1,7,3,10,33%,Flash,Barrier,Doran's Blade,Essence Reaver,Boots of Swiftness,Zeal,Dagger,Dagger,Stealth Ward,0.57,6.37
Defeat,Normal (Draft Pick),2024-11-07,00:19:56,Kalista,Adc,125,5,5,5,4,71%,Flash,Barrier,Doran's Blade,Berserker's Greaves,Blade of The Ruined King,Pickaxe,Recurve Bow,Amplifying Tome,Stealth Ward,2.0,6.27
Defeat,Normal (Draft Pick),2024-11-07,00:17:41,Kalista,Adc,82,3,6,1,3,44%,Flash,Barrier,Doran's Blade,Blade of The Ruined King,Recurve Bow,Berserker's Greaves,None,None,Stealth Ward,0.67,4.64
Defeat,ARAM,2024-11-07,00:21:48,Vex,Mid,110,27,12,28,0,83%,Flash,Mark,Rabadon's Deathcap,Void Staff,Sorcerer's Shoes,Stormsurge,Luden's Companion,Shadowflame,Poro-Snax,4.58,5.05
Victory,ARAM,2024-11-07,00:13:04,Jhin,Jungle,45,4,6,22,0,65%,Flash,Barrier,Infinity Edge,The Collector,Boots of Swiftness,Scout's Slingshot,Zeal,None,Poro-Snax,4.33,3.44
Defeat,Normal (Draft Pick),2024-11-07,00:33:32,Smolder,Adc,284,17,8,6,12,70%,Flash,Barrier,Bloodthirster,Essence Reaver,Boots of Swiftness,Spear of Shojin,Rapid Firecannon,Immortal Shieldbow,Stealth Ward,2.88,8.47
Defeat,Normal (Draft Pick),2024-11-07,00:17:50,Aurora,Mid,122,2,3,3,6,45%,Flash,Teleport,Doran's Ring,Malignance,Sorcerer's Shoes,Fated Ashes,Amplifying Tome,Ruby Crystal,Stealth Ward,1.67,6.84
Defeat,Normal (Draft Pick),2024-11-07,00:32:45,Kai'Sa,Adc,292,7,5,0,12,39%,Flash,Barrier,Pickaxe,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Terminus,Bloodthirster,Stealth Ward,1.4,8.92
Victory,ARAM,2024-11-06,00:14:37,Hwei,Adc,43,16,7,32,0,89%,Flash,Barrier,Blackfire Torch,Refillable Potion,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,Needlessly Large Rod,Poro-Snax,6.86,2.94
Remake,Normal (Draft Pick),2024-11-06,00:01:45,Qiyana,Mid,2,0,0,0,0,None,Flash,Ignite,Long Sword,Refillable Potion,None,None,None,None,Stealth Ward,0.0,1.14
Victory,Normal (Draft Pick),2024-11-06,00:15:28,Vladimir,Mid,134,3,0,1,6,17%,Flash,Teleport,Doran's Ring,Health Potion,Sorcerer's Shoes,Cosmic Drive,Hextech Alternator,Amplifying Tome,Stealth Ward,0.0,8.66
Victory,Normal (Draft Pick),2024-11-06,00:24:24,Yasuo,Adc,191,8,3,9,16,65%,Flash,Ignite,Doran's Shield,Blade of The Ruined King,Berserker's Greaves,Immortal Shieldbow,B. F. Sword,Pickaxe,Stealth Ward,5.67,7.83
Victory,Normal (Draft Pick),2024-11-06,00:28:09,Kai'Sa,Adc,224,11,2,2,11,76%,Flash,Barrier,Nashor's Tooth,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Needlessly Large Rod,None,Stealth Ward,6.5,7.96
Remake,ARAM,2024-11-06,00:01:52,Miss Fortune,Top,2,0,0,2,0,67%,Flash,Barrier,B. F. Sword,Health Potion,None,None,None,None,Poro-Snax,0.0,1.07
Victory,ARAM,2024-11-06,00:19:19,Twitch,Mid,70,11,15,33,0,65%,Flash,Barrier,Nashor's Tooth,Void Staff,Sorcerer's Shoes,Shadowflame,Rabadon's Deathcap,None,Poro-Snax,2.93,3.62
Victory,ARAM,2024-11-06,00:17:17,Yorick,Adc,74,6,5,25,0,52%,Flash,Mark,Sundered Sky,Mercury's Treads,Iceborn Gauntlet,Spectre's Cowl,Kindlegem,None,None,6.2,4.28
Victory,ARAM,2024-11-06,00:26:47,LeBlanc,Support,56,25,18,20,0,58%,Flash,Mark,Luden's Companion,Rabadon's Deathcap,Sorcerer's Shoes,Stormsurge,Shadowflame,Void Staff,Poro-Snax,2.5,2.09
Victory,ARAM,2024-11-04,00:17:29,Swain,Support,58,5,7,24,0,69%,Flash,Mark,Malignance,Refillable Potion,Sorcerer's Shoes,Rylai's Crystal Scepter,Liandry's Torment,Fiendish Codex,None,4.14,3.32
Victory,Normal (Draft Pick),2024-11-03,00:34:59,Irelia,Top,332,7,6,6,19,35%,Flash,Teleport,Wit's End,Blade of The Ruined King,Plated Steelcaps,Kraken Slayer,Death's Dance,None,Stealth Ward,2.17,9.49
Defeat,Normal (Draft Pick),2024-11-03,00:26:22,Sett,Top,178,7,7,0,11,41%,Flash,Teleport,Hullbreaker,Stridebreaker,Boots of Swiftness,Tunneler,Long Sword,Ruby Crystal,Stealth Ward,1.0,6.75
Defeat,Normal (Draft Pick),2024-11-03,00:26:43,Lucian,Adc,160,5,8,2,14,33%,Flash,Barrier,Doran's Blade,The Collector,Ionian Boots of Lucidity,Infinity Edge,Last Whisper,Long Sword,Stealth Ward,0.88,5.99
Defeat,Normal (Draft Pick),2024-11-03,00:39:06,Kai'Sa,Adc,300,6,11,5,27,44%,Flash,Barrier,Nashor's Tooth,Statikk Shiv,Guinsoo's Rageblade,Terminus,Berserker's Greaves,Vampiric Scepter,Stealth Ward,1.0,7.67
Victory,ARAM,2024-11-03,00:15:09,Aphelios,Jungle,44,14,9,19,0,73%,Flash,Barrier,Infinity Edge,Bloodthirster,The Collector,Berserker's Greaves,Long Sword,None,Poro-Snax,3.67,2.9
Victory,Normal (Draft Pick),2024-11-03,00:20:08,Aurelion Sol,Mid,183,4,2,4,7,36%,Flash,Teleport,Doran's Ring,Tear of the Goddess,Rylai's Crystal Scepter,Sorcerer's Shoes,Fated Ashes,Haunting Guise,Stealth Ward,4.0,9.09
Defeat,ARAM,2024-11-03,00:27:36,Lillia,Adc,106,10,23,35,0,56%,Flash,Mark,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Cosmic Drive,Rabadon's Deathcap,Shadowflame,Poro-Snax,1.96,3.84
Defeat,ARAM,2024-11-03,00:13:40,Neeko,Adc,38,7,8,18,0,81%,Flash,Mark,Malignance,Hextech Rocketbelt,Sorcerer's Shoes,Needlessly Large Rod,Amplifying Tome,Amplifying Tome,Poro-Snax,3.12,2.78
Defeat,ARAM,2024-11-03,00:15:26,Cho'Gath,Jungle,20,8,8,20,0,80%,Flash,Mark,Heartsteel,Plated Steelcaps,Refillable Potion,Warmog's Armor,Bramble Vest,Chain Vest,None,3.5,1.3
Defeat,Normal (Draft Pick),2024-10-31,00:28:26,Xayah,Adc,203,2,9,11,11,41%,Flash,Barrier,B. F. Sword,Berserker's Greaves,Essence Reaver,Navori Flickerblade,Cloak of Agility,Pickaxe,Farsight Alteration,1.44,7.14
Victory,ARAM,2024-10-31,00:14:41,Viktor,Mid,47,10,6,23,0,85%,Flash,Barrier,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Hextech Alternator,Needlessly Large Rod,None,Poro-Snax,5.5,3.2
Victory,ARAM,2024-10-31,00:21:14,Akali,Support,17,7,13,29,0,48%,Flash,Mark,Heartsteel,Plated Steelcaps,Riftmaker,Warmog's Armor,Fated Ashes,Amplifying Tome,None,2.77,0.8
Victory,ARAM,2024-10-30,00:11:05,Udyr,Adc,25,3,4,27,0,83%,Flash,Mark,Liandry's Torment,Health Potion,Winter's Approach,Mercury's Treads,Kindlegem,None,None,7.5,2.26
Defeat,Normal (Draft Pick),2024-10-30,00:30:59,Corki,Adc,207,6,9,4,11,53%,Flash,Barrier,Rapid Firecannon,Muramana,Plated Steelcaps,Trinity Force,Serrated Dirk,None,Stealth Ward,1.11,6.68
Victory,Normal (Draft Pick),2024-10-30,00:29:38,Caitlyn,Adc,188,7,7,9,14,46%,Flash,Barrier,Rapid Firecannon,The Collector,Boots of Swiftness,Infinity Edge,Long Sword,None,Stealth Ward,2.29,6.34
Victory,Normal (Draft Pick),2024-10-30,00:30:26,Kai'Sa,Adc,231,2,6,5,17,23%,Flash,Barrier,Doran's Blade,Statikk Shiv,Guinsoo's Rageblade,Terminus,Berserker's Greaves,None,Stealth Ward,1.17,7.59
Victory,Normal (Draft Pick),2024-10-30,00:24:14,Sivir,Adc,224,5,2,3,12,32%,Flash,Barrier,Doran's Blade,Essence Reaver,Berserker's Greaves,Infinity Edge,Navori Flickerblade,None,Stealth Ward,4.0,9.24
Defeat,Normal (Draft Pick),2024-10-30,00:34:11,Zoe,Mid,184,5,12,8,18,45%,Flash,Ignite,Doran's Ring,Luden's Companion,Lich Bane,Sorcerer's Shoes,Stormsurge,Blighting Jewel,Stealth Ward,1.08,5.38
Defeat,Normal (Draft Pick),2024-10-30,00:28:03,Sivir,Adc,183,1,10,7,15,47%,Flash,Barrier,Doran's Blade,Berserker's Greaves,Essence Reaver,Infinity Edge,Dagger,Dagger,Stealth Ward,0.8,6.52
Victory,ARAM,2024-10-30,00:18:14,Twisted Fate,Support,48,6,11,28,0,57%,Flash,Barrier,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Rapid Firecannon,Vampiric Scepter,Recurve Bow,None,3.09,2.63
Victory,Normal (Draft Pick),2024-10-29,00:18:00,Corki,Adc,121,10,1,6,9,57%,Flash,Barrier,Doran's Blade,Muramana,Plated Steelcaps,Trinity Force,None,None,Stealth Ward,16.0,6.72
Defeat,Normal (Draft Pick),2024-10-29,00:42:12,Zoe,Adc,57,2,14,12,82,44%,Flash,Ignite,Zaz'Zak's Realmspike,Luden's Companion,Sorcerer's Shoes,Lich Bane,Shadowflame,None,Oracle Lens,1.0,1.35
Defeat,Normal (Draft Pick),2024-10-29,00:32:33,Zoe,Adc,79,12,9,16,31,72%,Flash,Ignite,Zaz'Zak's Realmspike,Luden's Companion,Sorcerer's Shoes,Lich Bane,Stormsurge,Needlessly Large Rod,Oracle Lens,3.11,2.43
Victory,Normal (Draft Pick),2024-10-29,00:40:30,Zoe,Mid,220,8,13,18,14,50%,Flash,Ignite,Stormsurge,Rabadon's Deathcap,Luden's Companion,Sorcerer's Shoes,Lich Bane,Blasting Wand,Stealth Ward,2.0,5.43
Defeat,Normal (Draft Pick),2024-10-29,00:16:32,Aurelion Sol,Mid,105,2,4,1,6,43%,Flash,Teleport,Doran's Ring,Tear of the Goddess,Rylai's Crystal Scepter,Sorcerer's Shoes,Fated Ashes,None,Stealth Ward,0.75,6.35
Victory,Normal (Draft Pick),2024-10-29,00:38:57,Swain,Adc,255,14,10,14,15,57%,Flash,Ignite,Liandry's Torment,Zhonya's Hourglass,Malignance,Rylai's Crystal Scepter,Morellonomicon,Abyssal Mask,Stealth Ward,2.8,6.55
Victory,ARAM,2024-10-22,00:25:25,Hwei,Jungle,97,16,8,39,0,79%,Flash,Barrier,Blackfire Torch,Shadowflame,Stormsurge,Liandry's Torment,Rabadon's Deathcap,Cryptbloom,None,6.88,3.82
Victory,ARAM,2024-10-21,00:17:32,Vladimir,Jungle,40,5,11,26,0,69%,Flash,Mark,Riftmaker,Sorcerer's Shoes,Cosmic Drive,Needlessly Large Rod,Needlessly Large Rod,None,None,2.82,2.28
Victory,ARAM,2024-10-21,00:16:07,Samira,Jungle,37,18,13,19,0,66%,Flash,Mark,The Collector,Mercury's Treads,Infinity Edge,Bloodthirster,Noonquiver,None,None,2.85,2.3
Remake,ARAM,2024-10-21,00:02:29,Aurora,Support,2,1,1,0,0,50%,Flash,Mark,Lost Chapter,Refillable Potion,Boots,None,None,None,Poro-Snax,1.0,0.81
Victory,ARAM,2024-10-21,00:26:50,Seraphine,Adc,76,6,14,56,0,82%,Flash,Barrier,Malignance,Rabadon's Deathcap,Sorcerer's Shoes,Rylai's Crystal Scepter,Liandry's Torment,Cryptbloom,None,4.43,2.83
Victory,ARAM,2024-10-20,00:22:32,Samira,Jungle,122,19,14,24,0,65%,Flash,Mark,The Collector,Mercury's Treads,Infinity Edge,Bloodthirster,Immortal Shieldbow,Lord Dominik's Regards,None,3.07,5.41
Victory,ARAM,2024-10-20,00:18:30,Zilean,Top,52,13,9,24,0,65%,Flash,Clarity,Luden's Companion,Needlessly Large Rod,Sorcerer's Shoes,Stormsurge,Shadowflame,Needlessly Large Rod,Poro-Snax,4.11,2.81
Victory,ARAM,2024-10-20,00:16:39,Zoe,Top,46,21,10,27,0,84%,Flash,Ignite,Luden's Companion,Void Staff,Sorcerer's Shoes,Stormsurge,Shadowflame,None,None,4.8,2.76
Defeat,ARAM,2024-10-20,00:20:40,Ezreal,Top,83,13,9,29,0,74%,Flash,Barrier,Trinity Force,Muramana,Serylda's Grudge,Spear of Shojin,Ionian Boots of Lucidity,Vampiric Scepter,Poro-Snax,4.67,4.02
Victory,ARAM,2024-10-20,00:18:50,Taliyah,Jungle,51,12,11,51,0,76%,Flash,Barrier,Blackfire Torch,Shadowflame,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,Needlessly Large Rod,Poro-Snax,5.73,2.71
Defeat,ARAM,2024-10-19,00:22:13,Viktor,Jungle,84,18,17,23,0,80%,Flash,Barrier,Luden's Companion,Zhonya's Hourglass,Lich Bane,Rabadon's Deathcap,Sorcerer's Shoes,Shadowflame,Poro-Snax,2.41,3.78
Victory,ARAM,2024-10-19,00:17:36,Thresh,Mid,14,6,11,35,0,71%,Flash,Mark,Heartsteel,Fimbulwinter,Warmog's Armor,Mercury's Treads,None,None,Poro-Snax,3.73,0.8
Victory,ARAM,2024-10-19,00:23:14,Samira,Jungle,81,26,16,19,0,74%,Flash,Mark,The Collector,Mercury's Treads,Infinity Edge,Bloodthirster,Immortal Shieldbow,Death's Dance,None,2.81,3.49
Victory,ARAM,2024-10-18,00:11:37,Kai'Sa,Top,24,9,5,17,0,67%,Flash,Barrier,Muramana,Luden's Companion,Fiendish Codex,Sorcerer's Shoes,None,None,Poro-Snax,5.2,2.07
Remake,ARAM,2024-10-18,00:02:22,Hwei,Top,2,0,0,3,0,100%,Flash,Barrier,Lost Chapter,Refillable Potion,None,None,None,None,Poro-Snax,0.0,0.85
Victory,ARAM,2024-10-18,00:07:53,Rumble,Mid,13,3,8,14,0,65%,Flash,Mark,Liandry's Torment,Sorcerer's Shoes,Lost Chapter,None,None,None,Poro-Snax,2.12,1.65
Victory,Normal (Draft Pick),2024-10-18,00:28:57,Syndra,Mid,186,3,5,6,16,26%,Flash,Teleport,Doran's Ring,Luden's Companion,Sorcerer's Shoes,Stormsurge,Needlessly Large Rod,Needlessly Large Rod,Stealth Ward,1.8,6.42
Victory,ARAM,2024-10-18,00:15:09,Taliyah,Top,61,8,6,25,0,72%,Flash,Barrier,Blackfire Torch,Refillable Potion,Sorcerer's Shoes,Liandry's Torment,Shadowflame,Needlessly Large Rod,Poro-Snax,5.5,4.03
Victory,ARAM,2024-10-18,00:15:27,Samira,Jungle,44,20,11,23,0,84%,Flash,Mark,The Collector,Plated Steelcaps,Infinity Edge,Bloodthirster,Noonquiver,None,Poro-Snax,3.91,2.85
Victory,ARAM,2024-10-16,00:11:20,Yorick,Top,30,16,5,22,0,84%,Flash,Mark,Sundered Sky,Plated Steelcaps,Iceborn Gauntlet,Kindlegem,Null-Magic Mantle,None,None,7.6,2.65
Victory,ARAM,2024-10-16,00:19:49,Azir,Jungle,65,3,11,18,0,43%,Flash,Mark,Nashor's Tooth,Sorcerer's Shoes,Liandry's Torment,Shadowflame,None,None,Poro-Snax,1.91,3.28
Victory,ARAM,2024-10-16,00:18:23,Aurelion Sol,Support,94,12,12,35,0,78%,Flash,Barrier,Rylai's Crystal Scepter,Seraph's Embrace,Liandry's Torment,Sorcerer's Shoes,Rabadon's Deathcap,Amplifying Tome,Poro-Snax,3.92,5.11
Defeat,ARAM,2024-10-16,00:12:58,Zoe,Jungle,36,8,7,13,0,75%,Flash,Ignite,Luden's Companion,Refillable Potion,Sorcerer's Shoes,Stormsurge,Shadowflame,None,None,3.0,2.78
Defeat,ARAM,2024-10-13,00:18:16,Viego,Adc,30,17,15,13,0,60%,Flash,Mark,Sundered Sky,Mercury's Treads,Blade of The Ruined King,Death's Dance,Sterak's Gage,None,Poro-Snax,2.0,1.64
Defeat,ARAM,2024-10-12,00:22:17,Yasuo,Mid,75,14,19,22,0,55%,Flash,Mark,Berserker's Greaves,Blade of The Ruined King,Immortal Shieldbow,Infinity Edge,Bloodthirster,Negatron Cloak,None,1.89,3.37
Defeat,ARAM,2024-10-12,00:15:03,Shaco,Top,26,9,10,25,0,68%,Flash,Mark,Blackfire Torch,Shadowflame,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,None,Poro-Snax,3.4,1.73
Defeat,ARAM,2024-10-12,00:27:49,Hwei,Top,130,19,14,37,0,72%,Flash,Barrier,Blackfire Torch,Rabadon's Deathcap,Stormsurge,Liandry's Torment,Shadowflame,Cryptbloom,Poro-Snax,4.0,4.67
Victory,ARAM,2024-10-11,00:17:39,Ryze,Jungle,44,4,9,29,0,54%,Flash,Mark,Rod of Ages,Seraph's Embrace,Sorcerer's Shoes,Frozen Heart,Fiendish Codex,None,Poro-Snax,3.67,2.49
Defeat,Ultimate Spellbook,2024-10-09,00:25:04,Renekton,Top,131,0,10,3,12,12%,Flash,Placeholder,Eclipse,Plated Steelcaps,Black Cleaver,Sterak's Gage,Pickaxe,Long Sword,Stealth Ward,0.3,5.23
Defeat,Ultimate Spellbook,2024-10-09,00:12:14,Sett,Top,62,2,6,0,3,33%,Flash,Placeholder,Doran's Blade,Refillable Potion,Blade of The Ruined King,Phage,Plated Steelcaps,Long Sword,Stealth Ward,0.33,5.07
Defeat,Ultimate Spellbook,2024-10-09,00:23:07,Aatrox,Top,114,2,6,7,10,29%,Flash,Placeholder,Eclipse,Sundered Sky,Death's Dance,Plated Steelcaps,Tunneler,None,Stealth Ward,1.5,4.93
Victory,Normal (Draft Pick),2024-10-09,00:30:13,Kog'Maw,Adc,206,6,3,8,16,56%,Flash,Barrier,Runaan's Hurricane,Blade of The Ruined King,Berserker's Greaves,Guinsoo's Rageblade,Dagger,None,Stealth Ward,4.67,6.82
Victory,ARAM,2024-10-08,00:16:23,Pyke,Mid,14,32,12,12,0,75%,Flash,Mark,The Collector,Ionian Boots of Lucidity,Axiom Arc,Edge of Night,Opportunity,Last Whisper,Poro-Snax,3.67,0.85
Defeat,ARAM,2024-10-08,00:12:31,Gnar,Mid,33,7,10,17,0,71%,Flash,Mark,Trinity Force,Plated Steelcaps,Black Cleaver,Pickaxe,Long Sword,Ruby Crystal,Poro-Snax,2.4,2.64
Defeat,ARAM,2024-10-08,00:17:37,Corki,Mid,92,22,13,16,0,76%,Flash,Mark,Trinity Force,Muramana,Ionian Boots of Lucidity,Infinity Edge,Bloodthirster,Rapid Firecannon,Poro-Snax,2.92,5.22
Defeat,Normal (Draft Pick),2024-10-08,00:31:55,Kai'Sa,Adc,216,7,9,6,20,42%,Flash,Barrier,Needlessly Large Rod,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,Needlessly Large Rod,Stealth Ward,1.44,6.77
Victory,Ultimate Spellbook,2024-10-08,00:20:04,Yasuo,Mid,131,8,6,7,7,44%,Flash,Placeholder,Berserker's Greaves,Phantom Dancer,Blade of The Ruined King,Kraken Slayer,Pickaxe,B. F. Sword,Stealth Ward,2.5,6.53
Defeat,Normal (Draft Pick),2024-10-07,00:35:36,Kennen,Top,241,4,5,5,19,60%,Flash,Teleport,Zhonya's Hourglass,Hextech Rocketbelt,Needlessly Large Rod,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,Stealth Ward,1.8,6.77
Remake,Normal (Draft Pick),2024-10-07,00:01:48,Xayah,Adc,0,0,0,0,0,None,Flash,Barrier,Doran's Blade,Health Potion,None,None,None,None,Stealth Ward,0.0,0.0
Victory,Ultimate Spellbook,2024-10-07,00:25:52,Aurora,Mid,110,14,5,22,14,67%,Flash,Placeholder,Malignance,Sorcerer's Shoes,Liandry's Torment,Cosmic Drive,Rabadon's Deathcap,Rylai's Crystal Scepter,Stealth Ward,7.2,4.25
Victory,ARAM,2024-10-06,00:21:23,Zoe,Top,48,20,11,23,0,69%,Flash,Ignite,Luden's Companion,Blighting Jewel,Sorcerer's Shoes,Stormsurge,Rabadon's Deathcap,Shadowflame,None,3.91,2.24
Victory,ARAM,2024-10-06,00:20:20,Gragas,Adc,69,14,7,42,0,76%,Flash,Mark,Luden's Companion,Sorcerer's Shoes,Stormsurge,Shadowflame,Rabadon's Deathcap,None,Poro-Snax,8.0,3.39
Victory,Normal (Draft Pick),2024-10-06,00:30:08,Vel'Koz,Support,33,5,7,27,32,63%,Flash,Heal,Zaz'Zak's Realmspike,Liandry's Torment,Sorcerer's Shoes,Shadowflame,Needlessly Large Rod,None,Oracle Lens,4.57,1.1
Defeat,Normal (Draft Pick),2024-10-06,00:15:57,Seraphine,Adc,112,6,6,5,4,61%,Flash,Teleport,Doran's Ring,Blackfire Torch,Sorcerer's Shoes,Fated Ashes,Haunting Guise,None,Stealth Ward,1.83,7.02
Defeat,Normal (Draft Pick),2024-10-06,00:33:54,Ezreal,Adc,227,3,6,4,20,37%,Flash,Barrier,Spear of Shojin,Muramana,Trinity Force,Caulfield's Warhammer,Ionian Boots of Lucidity,None,Stealth Ward,1.17,6.7
Victory,Normal (Draft Pick),2024-10-06,00:25:36,Kog'Maw,Adc,126,9,9,12,5,57%,Flash,Barrier,Doran's Blade,Boots,Guinsoo's Rageblade,Runaan's Hurricane,Recurve Bow,Vampiric Scepter,Stealth Ward,2.33,4.92
Victory,Ultimate Spellbook,2024-10-05,00:22:38,Ezreal,Adc,134,11,5,12,8,53%,Flash,Placeholder,Trinity Force,Muramana,Ionian Boots of Lucidity,Spear of Shojin,Bloodthirster,Serylda's Grudge,Stealth Ward,4.6,5.92
